dateStr=2015-12-24;timeStr=19:06:13;seconds=3533828773.199000;fileVersion=20151224;numObjects=1343;numSessions=6;
masterIdx,map,session,spineMapRow,segmentMapRow,Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,idx_ch1,x_ch1,y_ch1,z_ch1,sLen2d_ch1,sLen3d_ch1,intmSeconds_ch1,isDirty_ch1,intBad_ch1,intManual_ch1,spineWidth_ch1,extendHead_ch1,extendTail_ch1,scaleRadius_ch1,zPlusMinus_ch1,sSum_ch1,sMean_ch1,sSD_ch1,sN_ch1,sbSum_ch1,sbMean_ch1,sbSD_ch1,sbN_ch1,sbxyManual_ch1,sbxPos_ch1,sbyPos_ch1,dSum_ch1,dMean_ch1,dSD_ch1,dN_ch1,dPlus_ch1,dMinus_ch1,dbSum_ch1,dbMean_ch1,dbSD_ch1,dbN_ch1,ubssSum_ch1,ubssMean_ch1,ubsdSum_ch1,ubsdMean_ch1,idx_ch2,x_ch2,y_ch2,z_ch2,sLen2d_ch2,sLen3d_ch2,intmSeconds_ch2,isDirty_ch2,intBad_ch2,intManual_ch2,spineWidth_ch2,extendHead_ch2,extendTail_ch2,scaleRadius_ch2,zPlusMinus_ch2,sSum_ch2,sMean_ch2,sSD_ch2,sN_ch2,sbSum_ch2,sbMean_ch2,sbSD_ch2,sbN_ch2,sbxyManual_ch2,sbxPos_ch2,sbyPos_ch2,dSum_ch2,dMean_ch2,dSD_ch2,dN_ch2,dPlus_ch2,dMinus_ch2,dbSum_ch2,dbMean_ch2,dbSD_ch2,dbN_ch2,ubssSum_ch2,ubssMean_ch2,ubsdSum_ch2,ubsdMean_ch2,
1087,rr49c,4,615,2,181,spineROI,0,73.385,24.533,27,1,,2,2459,47.414,0,0,423.05,radius2,2,72.311,26.559,24,2015-10-21,13:29:05,2015-12-18,20:31:13,3528278945.949000,3533315473.771000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,175.000000,nan,nan,nan,2.293066,3.775997,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,102653.000000,87.963150,127.093620,1167.000000,55467.000000,47.529564,61.502575,1167.000000,0.000000,77.971130,19.946869,83773.000000,172.372421,177.970795,486.000000,nan,nan,21771.000000,44.796295,60.155655,486.000000,47186.000000,40.433586,62002.000000,127.576126,175.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,214373.000000,183.695801,243.260315,1167.000000,55467.000000,47.529564,61.502575,1167.000000,0.000000,77.971130,19.946869,83773.000000,172.372421,177.970795,486.000000,nan,nan,21771.000000,44.796295,60.155655,486.000000,158906.000000,136.166229,62002.000000,127.576126,
1088,rr49c,4,516,2,182,spineROI,0,74.9,26.047,27,1,,2,2479,49.901,2.4874,0,464.17,radius2,2,73.901,27.721,26.8,2015-10-21,13:29:08,2015-12-18,20:31:13,3528278948.146000,3533315473.775000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,176.000000,nan,nan,nan,1.949430,1.959662,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,102200.000000,97.612228,144.543610,1047.000000,48984.000000,46.785099,58.531754,1047.000000,0.000000,78.798859,22.148140,110759.000000,239.738098,238.605484,462.000000,nan,nan,24036.000000,52.025974,73.208908,462.000000,53216.000000,50.827129,86723.000000,187.712128,176.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,232627.000000,222.184341,367.016693,1047.000000,48984.000000,46.785099,58.531754,1047.000000,0.000000,78.798859,22.148140,110759.000000,239.738098,238.605484,462.000000,nan,nan,24036.000000,52.025974,73.208908,462.000000,183643.000000,175.399246,86723.000000,187.712128,
1089,rr49c,4,202,2,183,spineROI,0,73.523,30.04,29,1,,2,2484,50.65,3.2365,0,240.97,radius1,1,74.103,28.659,27,2015-10-21,13:29:10,2015-12-18,20:31:13,3528278950.034000,3533315473.780000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,177.000000,nan,nan,nan,1.497852,2.498712,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,81761.000000,100.567032,140.347610,813.000000,35665.000000,43.868389,60.782166,813.000000,0.000000,76.680977,26.882023,112754.000000,229.174789,225.523682,492.000000,nan,nan,25960.000000,52.764229,73.805031,492.000000,46096.000000,56.698643,86794.000000,176.410553,177.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,228884.000000,281.530121,318.028320,813.000000,35665.000000,43.868389,60.782166,813.000000,0.000000,76.680977,26.882023,112754.000000,229.174789,225.523682,492.000000,nan,nan,25960.000000,52.764229,73.805031,492.000000,193219.000000,237.661728,86794.000000,176.410553,
1090,rr49c,4,203,2,184,spineROI,0,76.758,28.25,29,1,,2,2495,52.368,4.9541,0,443.42,radius2,2,75.62,29.526,28.8,2015-10-21,13:29:13,2015-12-18,20:31:13,3528278953.264000,3533315473.784000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,178.000000,nan,nan,nan,1.709743,1.721401,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,84119.000000,83.951096,117.055901,1002.000000,46041.000000,45.949100,65.781891,1002.000000,0.000000,78.648949,26.359051,95921.000000,185.893417,204.319641,516.000000,nan,nan,24389.000000,47.265503,64.426804,516.000000,38078.000000,38.001995,71532.000000,138.627914,178.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,161660.000000,161.337326,222.862900,1002.000000,46041.000000,45.949100,65.781891,1002.000000,0.000000,78.648949,26.359051,95921.000000,185.893417,204.319641,516.000000,nan,nan,24389.000000,47.265503,64.426804,516.000000,115619.000000,115.388229,71532.000000,138.627914,
1091,rr49c,4,205,2,185,spineROI,0,75.106,32.381,31,1,,2,2507,54.305,6.8912,0,273.11,radius1,1,76.42,31.314,30.8,2015-10-21,13:29:14,2015-12-18,20:31:13,3528278954.806000,3533315473.788000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,179.000000,nan,nan,nan,1.692656,1.704431,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,166698.000000,160.132568,234.719284,1041.000000,50198.000000,48.220940,65.509933,1041.000000,0.000000,85.031364,22.455637,68936.000000,150.187363,159.660629,459.000000,nan,nan,26646.000000,58.052288,78.734070,459.000000,116500.000000,111.911629,42290.000000,92.135071,179.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,400660.000000,384.879913,493.230774,1041.000000,50198.000000,48.220940,65.509933,1041.000000,0.000000,85.031364,22.455637,68936.000000,150.187363,159.660629,459.000000,nan,nan,26646.000000,58.052288,78.734070,459.000000,350462.000000,336.658966,42290.000000,92.135071,
1092,rr49c,4,206,2,186,spineROI,0,79.65,31.348,33,1,,2,2522,56.432,9.0185,0,457.43,radius2,2,78.455,31.959,33.4,2015-10-21,13:29:18,2015-12-18,20:31:13,3528278958.366000,3533315473.793000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,180.000000,nan,nan,nan,1.342142,1.400481,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,84731.000000,92.299561,128.385727,918.000000,42117.000000,45.879086,64.047043,918.000000,0.000000,84.405411,26.592588,73512.000000,155.088608,190.520966,474.000000,nan,nan,21618.000000,45.607594,58.359333,474.000000,42614.000000,46.420475,51894.000000,109.481018,180.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,222512.000000,242.387802,309.699554,918.000000,42117.000000,45.879086,64.047043,918.000000,0.000000,84.405411,26.592588,73512.000000,155.088608,190.520966,474.000000,nan,nan,21618.000000,45.607594,58.359333,474.000000,180395.000000,196.508713,51894.000000,109.481018,
1093,rr49c,4,616,2,187,spineROI,0,72.077,23.156,23,1,,2,2441,44.657,-2.7565,0,430.37,radius2,2,70.729,24.563,23,2015-10-21,13:29:29,2015-12-18,20:31:13,3528278969.828000,3533315473.797000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,181.000000,nan,nan,nan,1.948526,1.948526,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,87831.000000,84.129311,111.882660,1044.000000,48596.000000,46.547894,63.503548,1044.000000,0.000000,83.768158,11.464845,59683.000000,126.715500,153.374115,471.000000,nan,nan,22823.000000,48.456474,73.850693,471.000000,39235.000000,37.581417,36860.000000,78.259026,181.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,152564.000000,146.134094,209.672073,1044.000000,48596.000000,46.547894,63.503548,1044.000000,0.000000,83.768158,11.464845,59683.000000,126.715500,153.374115,471.000000,nan,nan,22823.000000,48.456474,73.850693,471.000000,103968.000000,99.586197,36860.000000,78.259026,
1094,rr49c,4,208,2,188,spineROI,0,81.564,34.212,39,1,,2,2560,62.185,14.771,0,397.41,radius2,2,81.345,36.367,38.2,2015-10-21,13:29:38,2015-12-18,20:31:13,3528278978.709000,3533315473.801000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,182.000000,nan,nan,nan,2.166099,2.309109,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,95707.000000,83.953506,116.795334,1140.000000,51292.000000,44.992981,64.688568,1140.000000,0.000000,92.394493,23.381504,103082.000000,206.991974,209.601715,498.000000,nan,nan,22346.000000,44.871487,72.554398,498.000000,44415.000000,38.960526,80736.000000,162.120483,182.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,241653.000000,211.976318,282.944885,1140.000000,51292.000000,44.992981,64.688568,1140.000000,0.000000,92.394493,23.381504,103082.000000,206.991974,209.601715,498.000000,nan,nan,22346.000000,44.871487,72.554398,498.000000,190361.000000,166.983337,80736.000000,162.120483,
1095,rr49c,4,223,2,189,spineROI,0,84.868,38.343,43,1,,2,2604,68.488,21.075,0,74.825,radius2,2,84.445,40.812,45,2015-10-21,13:29:40,2015-12-18,20:31:13,3528278980.784000,3533315473.806000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,183.000000,nan,nan,nan,2.504973,3.205447,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,155010.000000,108.550423,156.750015,1428.000000,62434.000000,43.721287,57.239334,1428.000000,0.000000,99.626724,23.584276,85786.000000,189.373062,222.758957,453.000000,nan,nan,19859.000000,43.838852,56.858723,453.000000,92576.000000,64.829132,65927.000000,145.534210,183.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,356832.000000,249.882355,367.224487,1428.000000,62434.000000,43.721287,57.239334,1428.000000,0.000000,99.626724,23.584276,85786.000000,189.373062,222.758957,453.000000,nan,nan,19859.000000,43.838852,56.858723,453.000000,294398.000000,206.161072,65927.000000,145.534210,
1096,rr49c,4,209,2,190,spineROI,0,84.455,43.644,46,1,,2,2618,70.396,22.983,0,261.46,radius1,1,85.354,42.239,46,2015-10-21,13:29:47,2015-12-18,20:31:13,3528278987.851000,3533315473.810000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,184.000000,nan,nan,nan,1.668001,1.668001,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,118421.000000,104.427689,168.915909,1134.000000,49033.000000,43.238976,54.088730,1134.000000,0.000000,90.873375,37.225624,106612.000000,261.303925,237.105652,408.000000,nan,nan,19404.000000,47.558823,68.635788,408.000000,69388.000000,61.188713,87208.000000,213.745102,184.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,219968.000000,193.975311,285.197968,1134.000000,49033.000000,43.238976,54.088730,1134.000000,0.000000,90.873375,37.225624,106612.000000,261.303925,237.105652,408.000000,nan,nan,19404.000000,47.558823,68.635788,408.000000,170935.000000,150.736328,87208.000000,213.745102,
1097,rr49c,4,204,2,191,spineROI,0,87.416,40.477,46,1,,2,2627,71.725,24.311,0,448.46,radius2,2,86.77,42.227,46,2015-10-21,13:29:48,2015-12-18,20:31:13,3528278988.772000,3533315473.815000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,185.000000,nan,nan,nan,1.865427,1.865427,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,102912.000000,91.967827,137.422760,1119.000000,48006.000000,42.900803,59.938267,1119.000000,0.000000,101.076157,26.816843,118955.000000,255.817200,236.117920,465.000000,nan,nan,21234.000000,45.664516,63.619518,465.000000,54906.000000,49.067024,97721.000000,210.152679,185.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,205503.000000,183.648788,258.358032,1119.000000,48006.000000,42.900803,59.938267,1119.000000,0.000000,101.076157,26.816843,118955.000000,255.817200,236.117920,465.000000,nan,nan,21234.000000,45.664516,63.619518,465.000000,157497.000000,140.747986,97721.000000,210.152679,
1098,rr49c,4,617,2,192,spineROI,0,87.897,45.021,48,1,,2,2643,73.993,26.579,0,271.19,radius1,1,88.43,43.765,47.4,2015-10-21,13:29:51,2015-12-18,20:31:13,3528278991.035000,3533315473.819000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,186.000000,nan,nan,nan,1.364414,1.490512,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,135414.000000,169.056183,241.171036,801.000000,39972.000000,49.902622,73.640907,801.000000,0.000000,90.625824,42.292171,85592.000000,206.743958,203.825363,414.000000,nan,nan,22620.000000,54.637680,80.159187,414.000000,95442.000000,119.153564,62972.000000,152.106277,186.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,337754.000000,421.665405,504.832031,801.000000,39972.000000,49.902622,73.640907,801.000000,0.000000,90.625824,42.292171,85592.000000,206.743958,203.825363,414.000000,nan,nan,22620.000000,54.637680,80.159187,414.000000,297782.000000,371.762787,62972.000000,152.106277,
1099,rr49c,4,618,2,193,spineROI,0,92.097,45.709,48,1,,2,2677,78.5,31.086,0,271.75,radius1,1,92.245,44.58,46.8,2015-10-21,13:29:52,2015-12-18,20:31:13,3528278992.504000,3533315473.823000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,187.000000,nan,nan,nan,1.138659,1.654251,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,69763.000000,102.895279,141.806229,678.000000,30261.000000,44.632744,60.909790,678.000000,0.000000,97.790298,40.015701,95028.000000,204.361298,185.164856,465.000000,nan,nan,24220.000000,52.086021,67.277840,465.000000,39502.000000,58.262535,70808.000000,152.275269,187.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,156266.000000,230.480820,284.808594,678.000000,30261.000000,44.632744,60.909790,678.000000,0.000000,97.790298,40.015701,95028.000000,204.361298,185.164856,465.000000,nan,nan,24220.000000,52.086021,67.277840,465.000000,126005.000000,185.848083,70808.000000,152.275269,
1100,rr49c,4,619,2,194,spineROI,0,96.916,46.88,48,1,,2,2719,83.768,36.354,0,253.38,radius1,1,97.07,45.181,49,2015-10-21,13:29:53,2015-12-18,20:31:13,3528278993.674000,3533315473.828000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,188.000000,nan,nan,nan,1.705965,1.977452,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,196957.000000,169.644272,203.343063,1161.000000,51145.000000,44.052540,67.749168,1161.000000,0.000000,110.765404,33.030598,111613.000000,233.989517,227.387711,477.000000,nan,nan,18993.000000,39.817612,51.163052,477.000000,145812.000000,125.591736,92620.000000,194.171906,188.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,384144.000000,330.873383,395.558960,1161.000000,51145.000000,44.052540,67.749168,1161.000000,0.000000,110.765404,33.030598,111613.000000,233.989517,227.387711,477.000000,nan,nan,18993.000000,39.817612,51.163052,477.000000,332999.000000,286.820831,92620.000000,194.171906,
1101,rr49c,4,211,2,195,spineROI,0,95.815,43.093,48,1,,2,2705,82.009,34.595,0,452.14,radius2,2,95.679,44.052,47,2015-10-21,13:29:54,2015-12-18,20:31:13,3528278994.480000,3533315473.832000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,189.000000,nan,nan,nan,0.968595,1.392184,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,91882.000000,99.439392,152.457733,924.000000,40352.000000,43.670994,63.570950,924.000000,0.000000,100.714943,38.193058,173007.000000,376.921570,417.747955,459.000000,nan,nan,23538.000000,51.281044,72.790886,459.000000,51530.000000,55.768398,149469.000000,325.640533,189.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,277619.000000,300.453461,568.779907,924.000000,40352.000000,43.670994,63.570950,924.000000,0.000000,100.714943,38.193058,173007.000000,376.921570,417.747955,459.000000,nan,nan,23538.000000,51.281044,72.790886,459.000000,237267.000000,256.782471,149469.000000,325.640533,
1102,rr49c,4,212,2,196,spineROI,0,101.12,47.086,48,1,,2,2753,88.146,40.732,0,240.78,radius1,1,101.31,45.898,49,2015-10-21,13:29:56,2015-12-18,20:31:13,3528278996.570000,3533315473.836000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,190.000000,nan,nan,nan,1.203098,1.564431,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,154354.000000,152.222885,237.627319,1014.000000,42730.000000,42.140041,57.454029,1014.000000,0.000000,111.247414,36.958588,106136.000000,235.857773,256.967407,450.000000,nan,nan,22020.000000,48.933334,74.288849,450.000000,111624.000000,110.082840,84116.000000,186.924438,190.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,322275.000000,317.825439,449.264038,1014.000000,42730.000000,42.140041,57.454029,1014.000000,0.000000,111.247414,36.958588,106136.000000,235.857773,256.967407,450.000000,nan,nan,22020.000000,48.933334,74.288849,450.000000,279545.000000,275.685394,84116.000000,186.924438,
1103,rr49c,4,521,2,197,spineROI,0,86.314,40.89,47,1,,2,2618,70.396,22.983,0,439.99,radius2,2,85.814,41.713,46,2015-10-21,13:30:03,2015-12-18,20:31:13,3528279003.236000,3533315473.841000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,191.000000,nan,nan,nan,0.962979,1.388283,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,81642.000000,85.578613,138.816925,954.000000,41469.000000,43.468552,55.361767,954.000000,0.000000,95.508003,31.695997,108838.000000,262.893707,240.112213,414.000000,nan,nan,19059.000000,46.036232,54.484962,414.000000,40173.000000,42.110062,89779.000000,216.857483,191.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,153093.000000,160.474838,270.128052,954.000000,41469.000000,43.468552,55.361767,954.000000,0.000000,95.508003,31.695997,108838.000000,262.893707,240.112213,414.000000,nan,nan,19059.000000,46.036232,54.484962,414.000000,111624.000000,117.006287,89779.000000,216.857483,
1104,rr49c,4,328,2,198,spineROI,0,104.42,48.202,49,1,,2,2783,92.123,44.709,0,261.14,radius1,1,104.64,46.79,49.6,2015-10-21,13:30:14,2015-12-18,20:31:13,3528279014.078000,3533315473.845000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,192.000000,nan,nan,nan,1.429036,1.549885,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,114284.000000,80.880394,105.425156,1413.000000,62869.000000,44.493279,62.594696,1413.000000,0.000000,113.524643,39.097359,78992.000000,168.786331,159.938080,468.000000,nan,nan,20233.000000,43.232906,52.459213,468.000000,51415.000000,36.387115,58759.000000,125.553421,192.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,182735.000000,129.324127,198.738754,1413.000000,62869.000000,44.493279,62.594696,1413.000000,0.000000,113.524643,39.097359,78992.000000,168.786331,159.938080,468.000000,nan,nan,20233.000000,43.232906,52.459213,468.000000,119866.000000,84.830849,58759.000000,125.553421,
1105,rr49c,4,620,2,199,spineROI,0,103.59,44.346,49,1,,2,2773,90.823,43.41,0,455.52,radius2,2,103.44,45.898,49,2015-10-21,13:30:14,2015-12-18,20:31:13,3528279014.920000,3533315473.849000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,193.000000,nan,nan,nan,1.559232,1.559232,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,77867.000000,85.945915,120.273735,906.000000,40092.000000,44.251656,56.240120,906.000000,0.000000,108.267693,39.668304,79472.000000,174.280701,175.242676,456.000000,nan,nan,24158.000000,52.978069,80.447891,456.000000,37775.000000,41.694260,55314.000000,121.302628,193.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,120290.000000,132.770416,186.781769,906.000000,40092.000000,44.251656,56.240120,906.000000,0.000000,108.267693,39.668304,79472.000000,174.280701,175.242676,456.000000,nan,nan,24158.000000,52.978069,80.447891,456.000000,80198.000000,88.518761,55314.000000,121.302628,
1106,rr49c,4,213,2,200,spineROI,0,100.29,43.933,49,1,,2,2741,86.606,39.193,0,465.32,radius2,2,99.875,45.012,49,2015-10-21,13:30:15,2015-12-18,20:31:13,3528279015.788000,3533315473.854000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,194.000000,nan,nan,nan,1.156056,1.156056,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,79373.000000,113.066948,173.318344,702.000000,25345.000000,36.103989,44.998993,702.000000,0.000000,104.914223,39.308773,98817.000000,212.509674,241.573456,465.000000,nan,nan,19344.000000,41.599998,52.204868,465.000000,54028.000000,76.962959,79473.000000,170.909668,194.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,146080.000000,208.091171,352.295654,702.000000,25345.000000,36.103989,44.998993,702.000000,0.000000,104.914223,39.308773,98817.000000,212.509674,241.573456,465.000000,nan,nan,19344.000000,41.599998,52.204868,465.000000,120735.000000,171.987183,79473.000000,170.909668,
1107,rr49c,4,105,2,201,spineROI,0,106.55,44.691,49,1,,2,2792,93.253,45.839,0,452.59,radius2,2,105.85,46.235,50,2015-10-21,13:30:17,2015-12-18,20:31:13,3528279017.464000,3533315473.858000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,195.000000,nan,nan,nan,1.695269,1.968232,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,81593.000000,92.195480,115.314682,885.000000,35515.000000,40.129944,53.261608,885.000000,0.000000,113.331078,37.909924,70356.000000,148.430374,145.041809,474.000000,nan,nan,22448.000000,47.358650,77.824799,474.000000,46078.000000,52.065536,47908.000000,101.071724,195.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,154373.000000,174.432770,226.094879,885.000000,35515.000000,40.129944,53.261608,885.000000,0.000000,113.331078,37.909924,70356.000000,148.430374,145.041809,474.000000,nan,nan,22448.000000,47.358650,77.824799,474.000000,118858.000000,134.302826,47908.000000,101.071724,
1108,rr49c,4,518,2,202,spineROI,0,111.17,45.792,50,1,,2,2834,98.57,51.156,0,452.37,radius2,2,110.74,46.993,52,2015-10-21,13:30:19,2015-12-18,20:31:13,3528279019.226000,3533315473.862000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,196.000000,nan,nan,nan,1.275657,2.372193,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,120098.000000,135.245499,204.354156,888.000000,37009.000000,41.676804,67.241364,888.000000,0.000000,120.328255,36.633743,89205.000000,183.549377,179.509048,486.000000,nan,nan,18865.000000,38.816872,54.715473,486.000000,83089.000000,93.568695,70340.000000,144.732513,196.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,206785.000000,232.865997,418.617981,888.000000,37009.000000,41.676804,67.241364,888.000000,0.000000,120.328255,36.633743,89205.000000,183.549377,179.509048,486.000000,nan,nan,18865.000000,38.816872,54.715473,486.000000,169776.000000,191.189194,70340.000000,144.732513,
1109,rr49c,4,96,2,203,spineROI,0,112.06,50.129,50,1,,2,2855,101.64,54.223,0,281.28,radius1,1,113,48.913,51.2,2015-10-21,13:30:21,2015-12-18,20:31:13,3528279021.016000,3533315473.867000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,197.000000,nan,nan,nan,1.536963,1.949937,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,75949.000000,88.829239,134.035736,855.000000,40531.000000,47.404678,65.129684,855.000000,0.000000,119.744820,42.444183,79807.000000,170.527771,199.098724,468.000000,nan,nan,19091.000000,40.792736,57.822163,468.000000,35418.000000,41.424561,60716.000000,129.735031,197.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,179748.000000,210.231583,308.158142,855.000000,40531.000000,47.404678,65.129684,855.000000,0.000000,119.744820,42.444183,79807.000000,170.527771,199.098724,468.000000,nan,nan,19091.000000,40.792736,57.822163,468.000000,139217.000000,162.826904,60716.000000,129.735031,
1110,rr49c,4,94,2,204,spineROI,0,118.05,53.09,53,1,,2,2910,109.24,61.826,0,283.47,radius1,1,119.15,51.517,54.2,2015-10-21,13:30:24,2015-12-18,20:31:13,3528279024.578000,3533315473.871000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#99 ch1 no background;#99 ch2 no background;,,198.000000,nan,nan,nan,1.919461,2.263698,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,92459.000000,93.392929,138.578842,990.000000,nan,nan,nan,nan,nan,nan,nan,61926.000000,133.174194,153.038773,465.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,229640.000000,231.959595,294.558441,990.000000,nan,nan,nan,nan,nan,nan,nan,61926.000000,133.174194,153.038773,465.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
1111,rr49c,4,77,2,205,spineROI,0,114.68,50.955,52,1,,2,2875,104.51,57.1,0,245.98,radius1,1,115.07,49.927,53.6,2015-10-21,13:30:28,2015-12-18,20:31:13,3528279028.284000,3533315473.875000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,199.000000,nan,nan,nan,1.099493,1.941361,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,57221.000000,65.771263,96.412544,870.000000,33595.000000,38.614941,47.969257,870.000000,0.000000,119.431664,46.203335,67102.000000,147.153503,170.921661,456.000000,nan,nan,20424.000000,44.789474,57.399158,456.000000,23626.000000,27.156322,46678.000000,102.364029,199.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,118117.000000,135.766663,205.940933,870.000000,33595.000000,38.614941,47.969257,870.000000,0.000000,119.431664,46.203335,67102.000000,147.153503,170.921661,456.000000,nan,nan,20424.000000,44.789474,57.399158,456.000000,84522.000000,97.151718,46678.000000,102.364029,
